pupilonrolltableid,NativeId,senneedstableid,senneedsorderseqcolumn,sourceid,sentyperank,sentype
f3400a59-238,SCH2,19775957,15972,4c157390,3.0,fc3edba0
f366b169-7bc,SCH8,df0a2e1b,15978,ff6b3741,4.0,160af246
f366b169-7bc,SCH8,05733a41,15979,ff6b3741,1.0,50785231
f366b169-7bc,SCH8,b2d28269,15977,ff6b3741,2.0,7ff547d1
f366b169-7bc,SCH8,449f4246,15976,ff6b3741,1.0,9146b502
f366b169-7bc,SCH8,4dbcecb9,15975,ff6b3741,2.0,ca6489f9
f367de5b-c29,SCH3,1cb4256e,15986,06782ae1,2.0,1a3f8bcd
f367de5b-c29,SCH3,c605d144,15982,06782ae1,4.0,51eff63a
f367de5b-c29,SCH3,04a8ae2f,15987,06782ae1,2.0,63591db2
f367de5b-c29,SCH3,cf5ffbea,15985,06782ae1,1.0,66c7c9c7
f367de5b-c29,SCH3,e39a6764,15984,06782ae1,6.0,971bb388
f367de5b-c29,SCH3,de9c6b15,15981,06782ae1,1.0,c50cc58f
f367de5b-c29,SCH3,942de436,15983,06782ae1,1.0,cd35a0d0
f367de5b-c29,SCH3,fe82216e,15980,06782ae1,1.0,ea829418
f36e670f-2b1,SCH4,92467b10,15988,96d529a0,5.0,1b744b9b
f36e670f-2b1,SCH4,b3254111,15990,96d529a0,5.0,38b2671d
f36e670f-2b1,SCH4,0c329ce6,15991,96d529a0,4.0,85635098
f36e670f-2b1,SCH4,ec4401fc,15989,96d529a0,1.0,f181eb66
f3707958-59b,SCH3,5f921627,15992,d4cd47ac,3.0,12db021e
f37146f5-f34,SCH3,cbda5e78,15993,65caa897,3.0,c45d0c71
f377611f-a7e,SCH5,e5b2fa04,15998,819fa83c,3.0,0845c0e0
f377611f-a7e,SCH5,d779a60c,15995,819fa83c,1.0,7a1d9075
f377611f-a7e,SCH5,3e23e8b0,15997,819fa83c,4.0,acf5c7d7
f377611f-a7e,SCH5,acba6dc2,15996,819fa83c,2.0,c2409d18
f377611f-a7e,SCH5,a81632de,15994,819fa83c,2.0,fa3fde1c
f37a445a-8b8,SCH7,51e9917c,16002,a7a49664,3.0,0a0cdf1b
f37a445a-8b8,SCH7,4845f25a,16003,a7a49664,1.0,4a07cad3
f37a445a-8b8,SCH7,97792279,16005,a7a49664,1.0,6c2ec12b
f37a445a-8b8,SCH7,566168ac,16001,a7a49664,1.0,73b61f46
f37a445a-8b8,SCH7,bad8fdc3,15999,a7a49664,2.0,8137d01c
f37a445a-8b8,SCH7,fc41e9cd,16000,a7a49664,3.0,c3263b6f
f37a445a-8b8,SCH7,1bd83672,16004,a7a49664,4.0,c61110ce
f3897e07-dbc,SCH8,2536ec17,16009,116579f5,1.0,09b0da18
f3897e07-dbc,SCH8,013803d9,16011,116579f5,5.0,0b957619
f3897e07-dbc,SCH8,2cb30940,16007,116579f5,1.0,58333bf7
f3897e07-dbc,SCH8,e73c8dce,16010,116579f5,2.0,79c4b406
f3897e07-dbc,SCH8,e20f0369,16008,116579f5,5.0,901830e6
f3897e07-dbc,SCH8,2570f0f6,16006,116579f5,4.0,9df2a34a
f3bea166-588,SCH3,68736a50,16012,4c41deb0,3.0,6771ba79
f3d25157-201,SCH6,576d4e6e,16014,c8921e4b,2.0,09578f8c
f3d25157-201,SCH6,8500c99b,16016,c8921e4b,2.0,22530f70
f3d25157-201,SCH6,09fb24ab,16017,c8921e4b,2.0,505005d8
f3d25157-201,SCH6,c2dc0778,16015,c8921e4b,1.0,7c0d3a49
f3d25157-201,SCH6,66752879,16018,c8921e4b,4.0,88813c51
f3d25157-201,SCH6,ab124c5e,16013,c8921e4b,1.0,fddea0a3
f3e13ce9-f6c,SCH8,23e70b63,16024,e5695dc0,5.0,5cdd6a02
f3e13ce9-f6c,SCH8,21a19b02,16019,e5695dc0,1.0,6fd34368
f3e13ce9-f6c,SCH8,f66768c5,16027,e5695dc0,2.0,75b9cb3f
f3e13ce9-f6c,SCH8,edf0fa58,16020,e5695dc0,1.0,7b6ff4c0
f3e13ce9-f6c,SCH8,4eb48327,16021,e5695dc0,4.0,827e6570
f3e13ce9-f6c,SCH8,e78f739f,16026,e5695dc0,4.0,8a88fc5a
f3e13ce9-f6c,SCH8,b4a90dfd,16023,e5695dc0,1.0,8ea590b3
f3e13ce9-f6c,SCH8,c23028b3,16022,e5695dc0,1.0,a5ad17ec
f3e13ce9-f6c,SCH8,56c9a6eb,16025,e5695dc0,4.0,b08ff46f
f3e13ce9-f6c,SCH8,a38f8583,16028,e5695dc0,1.0,ed3f91de
f4058360-f6a,SCH1,4f4de61e,16033,5612295c,2.0,6da59c66
f4058360-f6a,SCH1,115fb8e4,16032,5612295c,3.0,6fb1341d
f4058360-f6a,SCH1,a749949e,16029,5612295c,3.0,7460c577
f4058360-f6a,SCH1,ad763f98,16031,5612295c,4.0,a6f7a2f9
f4058360-f6a,SCH1,ee2b937e,16030,5612295c,1.0,bb6f3da6
f40643da-44d,SCH6,5ee8dd19,16034,5cb7b166,6.0,e30dbc2e
f40934c2-082,SCH4,d33a8f00,16035,c336175b,3.0,0e74ba4f
f40934c2-082,SCH4,57d8d15f,16036,c336175b,5.0,8a3184d1
f40934c2-082,SCH4,8b917494,16037,c336175b,2.0,9160e832
f40934c2-082,SCH4,b391413c,16038,c336175b,6.0,b84ae475
f4153a68-f8d,SCH8,ad47bf86,16044,d5125d65,1.0,16de57b6
f4153a68-f8d,SCH8,14cedbd6,16042,d5125d65,1.0,3aee84c6
f4153a68-f8d,SCH8,da6c7788,16046,d5125d65,1.0,5763ab8d
f4153a68-f8d,SCH8,6bd3c20d,16040,d5125d65,3.0,5e735e2e
f4153a68-f8d,SCH8,746ffcd8,16043,d5125d65,2.0,7fd8ac9e
f4153a68-f8d,SCH8,d30d4441,16041,d5125d65,2.0,818a4183
f4153a68-f8d,SCH8,cb64199b,16047,d5125d65,2.0,a1abf117
f4153a68-f8d,SCH8,27b142df,16048,d5125d65,1.0,b2ab87ea
f4153a68-f8d,SCH8,2968115a,16039,d5125d65,1.0,e0447ae6
f4153a68-f8d,SCH8,c415e7c9,16045,d5125d65,1.0,ed350a60
f4321656-763,SCH4,2f2cd619,16049,2e379560,1.0,a976f60a
f44361a0-06a,SCH2,2cbcca2d,16050,24052c67,3.0,0d498287
f44361a0-06a,SCH2,bf90836c,16052,24052c67,1.0,4a6bc793
f44361a0-06a,SCH2,eb7fdbed,16051,24052c67,2.0,ba1634e3
f45a083a-9cf,SCH2,b38c9af6,16053,ae0cf510,1.0,c0189b6f
f45a083a-9cf,SCH2,a5851c92,16054,ae0cf510,2.0,ced54c4b
f478c430-cd8,SCH7,736fb53f,16058,1bc6b332,2.0,1e7dc71b
f478c430-cd8,SCH7,ac0b346a,16057,1bc6b332,2.0,28d752a0
f478c430-cd8,SCH7,56a41d8f,16055,1bc6b332,3.0,49c549e6
f478c430-cd8,SCH7,ef147786,16056,1bc6b332,4.0,609ff65e
f478c430-cd8,SCH7,dbc3d9b9,16059,1bc6b332,1.0,a56c778b
f478c430-cd8,SCH7,e9ad8144,16062,1bc6b332,3.0,ab0f1945
f478c430-cd8,SCH7,9de8adca,16063,1bc6b332,1.0,b0af7e07
f478c430-cd8,SCH7,840ab109,16061,1bc6b332,1.0,bb475c90
f478c430-cd8,SCH7,6c5d202e,16060,1bc6b332,2.0,d7f98e93
f478c430-cd8,SCH7,011a29ff,16064,1bc6b332,8.0,ded84d8c
f4884aa6-b93,SCH6,0bb3c680,16071,8f58d706,1.0,5f035a27
f4884aa6-b93,SCH6,314f1853,16070,8f58d706,3.0,63d937f4
f4884aa6-b93,SCH6,e0cb5c21,16065,8f58d706,1.0,8e74fa20
f4884aa6-b93,SCH6,0fcfd1c5,16068,8f58d706,1.0,92fc3510
f4884aa6-b93,SCH6,20848edf,16069,8f58d706,4.0,a700bc23
f4884aa6-b93,SCH6,2f888f00,16067,8f58d706,2.0,a9c9a0f8
f4884aa6-b93,SCH6,71d04293,16066,8f58d706,3.0,ab5e964f
f49350aa-f69,SCH3,b733a4b0,16073,601a6b04,3.0,4043130c
f49350aa-f69,SCH3,267e8c8b,16072,601a6b04,2.0,44d51ea3
f49350aa-f69,SCH3,ec538fdc,16076,601a6b04,3.0,7bb88ac4
f49350aa-f69,SCH3,8436e7ae,16074,601a6b04,1.0,9e0c4d95
f49350aa-f69,SCH3,23f81778,16075,601a6b04,1.0,d76cf56d
f4c63d26-7bb,SCH5,1b34fd6d,16078,cfcd7364,5.0,101c6546
f4c63d26-7bb,SCH5,134f7058,16077,cfcd7364,3.0,cd804ca4
f4cf0140-a49,SCH1,b2bfc921,16082,8dfe3c46,1.0,596af1db
f4cf0140-a49,SCH1,3726db13,16080,8dfe3c46,4.0,9fb58bfe
f4cf0140-a49,SCH1,95fac138,16084,8dfe3c46,3.0,a76f18ae
f4cf0140-a49,SCH1,863a832a,16083,8dfe3c46,4.0,bf158e86
f4cf0140-a49,SCH1,8873a8bf,16085,8dfe3c46,2.0,c0ac5fe7
f4cf0140-a49,SCH1,27aa497e,16079,8dfe3c46,1.0,ec5c875c
f4cf0140-a49,SCH1,78349ddc,16081,8dfe3c46,7.0,f8a70d71
f4cf0140-a49,SCH1,77e7bd36,16086,8dfe3c46,1.0,fd0e814b
f4eea2dd-33b,SCH5,31894f25,16088,9d41b0f6,4.0,271dd5b2
f4eea2dd-33b,SCH5,267b4bec,16087,9d41b0f6,2.0,643c8318
f502b8fb-a49,SCH6,91c64423,16090,2e3177e8,1.0,30d41317
f502b8fb-a49,SCH6,f19cd8e9,16092,2e3177e8,3.0,44cd2003
f502b8fb-a49,SCH6,95667801,16089,2e3177e8,1.0,7b340d4a
f502b8fb-a49,SCH6,f2cadf13,16093,2e3177e8,1.0,9133091d
f502b8fb-a49,SCH6,ad465115,16091,2e3177e8,1.0,ed5f3312
f502b8fb-a49,SCH6,f80e3270,16094,2e3177e8,6.0,f69fc012
f50694bd-da3,SCH5,a6127f73,16100,46190fce,2.0,0fa209c3
f50694bd-da3,SCH5,ae4c7b04,16104,46190fce,3.0,178afc96
f50694bd-da3,SCH5,ea7d6035,16103,46190fce,3.0,1a2225f4
f50694bd-da3,SCH5,c7494bee,16098,46190fce,6.0,2fcdcddc
f50694bd-da3,SCH5,f9ae0258,16101,46190fce,2.0,3f8ce9a4
f50694bd-da3,SCH5,adac9349,16102,46190fce,3.0,64fb45b8
f50694bd-da3,SCH5,c3f40d44,16096,46190fce,2.0,c0720222
f50694bd-da3,SCH5,35397871,16097,46190fce,1.0,f2ead679
f50694bd-da3,SCH5,10db1319,16095,46190fce,4.0,f9242466
f50694bd-da3,SCH5,4fd45703,16099,46190fce,1.0,fea3a847
f51cd2e2-821,SCH4,861160d9,16111,d58119e2,5.0,0b25ef57
f51cd2e2-821,SCH4,d032795a,16105,d58119e2,1.0,449aea10
f51cd2e2-821,SCH4,bd08e017,16107,d58119e2,2.0,57a4f266
f51cd2e2-821,SCH4,2b1e031a,16108,d58119e2,4.0,78529072
f51cd2e2-821,SCH4,0fa63514,16109,d58119e2,1.0,939d28a8
f51cd2e2-821,SCH4,95e30175,16110,d58119e2,5.0,a3bab433
f51cd2e2-821,SCH4,7fb0d841,16106,d58119e2,7.0,dfdba5ab
f5338a16-101,SCH8,d71baca3,16116,7f45d0b9,3.0,0a4a18f4
f5338a16-101,SCH8,9fcf427a,16117,7f45d0b9,1.0,2242475a
f5338a16-101,SCH8,29451693,16119,7f45d0b9,1.0,3b201aaf
f5338a16-101,SCH8,d6692579,16118,7f45d0b9,3.0,5b174336
f5338a16-101,SCH8,c6a01c7b,16114,7f45d0b9,3.0,629fbdee
f5338a16-101,SCH8,b3ca37e7,16115,7f45d0b9,1.0,91d040c9
f5338a16-101,SCH8,7057db70,16113,7f45d0b9,4.0,c4404adc
f5338a16-101,SCH8,e1a1d0ec,16112,7f45d0b9,1.0,cded4f08
f5338a16-101,SCH8,50d269d2,16120,7f45d0b9,2.0,ea2a1cc7
f535f86a-31c,SCH8,09eb24e7,16127,7fbf6c4d,1.0,42bec2be
f535f86a-31c,SCH8,522d3eb8,16121,7fbf6c4d,1.0,5701100b
f535f86a-31c,SCH8,fa45f0e3,16124,7fbf6c4d,5.0,7304af4c
f535f86a-31c,SCH8,cbfee1c5,16125,7fbf6c4d,3.0,9d39b78c
f535f86a-31c,SCH8,01bca3b6,16122,7fbf6c4d,1.0,b21dea79
f535f86a-31c,SCH8,d9ff476c,16126,7fbf6c4d,3.0,b4afb7df
f535f86a-31c,SCH8,e5905e4b,16123,7fbf6c4d,5.0,eb9e3190
f535f86a-31c,SCH8,86aac147,16128,7fbf6c4d,3.0,ed665f4c
f538f514-3eb,SCH8,a2131f0c,16137,c415fa69,6.0,248748f2
f538f514-3eb,SCH8,9c1297e8,16131,c415fa69,2.0,3c928f62
f538f514-3eb,SCH8,b7407172,16130,c415fa69,4.0,49990c1e
f538f514-3eb,SCH8,f28f0aec,16134,c415fa69,1.0,672eb07e
f538f514-3eb,SCH8,899600bf,16133,c415fa69,2.0,7cf4aab7
f538f514-3eb,SCH8,c027d94d,16136,c415fa69,4.0,d4c4d604
f538f514-3eb,SCH8,bd2fb59e,16135,c415fa69,1.0,d54f9f73
f538f514-3eb,SCH8,78074e23,16132,c415fa69,1.0,d9412134
f538f514-3eb,SCH8,02553dbb,16129,c415fa69,1.0,f118d79e
f5579de2-236,SCH5,b0328bd4,16138,e96a3384,5.0,143bf7bf
f5579de2-236,SCH5,5445d54b,16144,e96a3384,1.0,1d144941
f5579de2-236,SCH5,fe143dd5,16145,e96a3384,3.0,412b2a4c
f5579de2-236,SCH5,2b9938a9,16143,e96a3384,1.0,5903b868
f5579de2-236,SCH5,f713dc98,16141,e96a3384,2.0,6e49969a
f5579de2-236,SCH5,d1031b38,16139,e96a3384,5.0,94336ed3
f5579de2-236,SCH5,8d39f43f,16142,e96a3384,6.0,9ea1bc28
f5579de2-236,SCH5,18f0d65a,16140,e96a3384,3.0,f18f0edf
f56ce054-f0b,SCH4,26e49412,16150,77748c50,5.0,00ad5c47
f56ce054-f0b,SCH4,721648a9,16149,77748c50,2.0,5614ea70
f56ce054-f0b,SCH4,d4e0fef4,16152,77748c50,1.0,7b109622
f56ce054-f0b,SCH4,c1468f24,16148,77748c50,5.0,8e8e8b92
f56ce054-f0b,SCH4,fe802de7,16146,77748c50,1.0,8f84cd17
f56ce054-f0b,SCH4,d5af322d,16147,77748c50,4.0,e3abee6e
f56ce054-f0b,SCH4,1503a792,16154,77748c50,2.0,f1565615
f56ce054-f0b,SCH4,b10dbc12,16153,77748c50,4.0,f8d945cd
f56ce054-f0b,SCH4,4f215839,16151,77748c50,3.0,fa30e4ce
f58748e7-15c,SCH2,7431f20c,16156,3bfc7c28,1.0,29ecf0cb
f58748e7-15c,SCH2,a5cf1309,16155,3bfc7c28,3.0,d1a35952
f5969c6d-580,SCH2,c8001a23,16161,b1d00b67,6.0,247f88ea
f5969c6d-580,SCH2,9063b7c6,16158,b1d00b67,5.0,248d9712
f5969c6d-580,SCH2,2c46d734,16160,b1d00b67,1.0,c48f2a38
f5969c6d-580,SCH2,2fab1f31,16159,b1d00b67,3.0,e3b5f24d
f5969c6d-580,SCH2,5d88bf1b,16157,b1d00b67,1.0,e744ecc5
f5db17be-71b,SCH7,9a81d6ea,16162,d9e3bce1,1.0,211fc7b3
f5db17be-71b,SCH7,d11f65e7,16163,d9e3bce1,1.0,42a65e96
f5e1df8f-95a,SCH2,02dad085,16167,b07979cc,2.0,181e3f15
f5e1df8f-95a,SCH2,419e8513,16164,b07979cc,1.0,404a51bd
f5e1df8f-95a,SCH2,4ea16725,16169,b07979cc,1.0,530df2c0
f5e1df8f-95a,SCH2,e9d76948,16168,b07979cc,5.0,7e895382
f5e1df8f-95a,SCH2,d5738780,16166,b07979cc,6.0,9bf57427
f5e1df8f-95a,SCH2,ff7547f5,16165,b07979cc,4.0,f8b75d92
f61211ab-879,SCH4,8c3de2f4,16175,a86f0ece,3.0,04882185
f61211ab-879,SCH4,b5da7dc7,16171,a86f0ece,3.0,0f00895e
f61211ab-879,SCH4,594dce6f,16172,a86f0ece,5.0,1196af76
f61211ab-879,SCH4,d398991f,16170,a86f0ece,3.0,56eef65d
f61211ab-879,SCH4,15c3d381,16173,a86f0ece,1.0,cdb3fb60
f61211ab-879,SCH4,81e9eb68,16174,a86f0ece,3.0,d6d5cffc
f61da245-dc7,SCH3,07aecd5f,16176,654033a4,3.0,3c1944c3
f61da245-dc7,SCH3,c393762d,16178,654033a4,1.0,3e1d8283
f61da245-dc7,SCH3,5226e41c,16177,654033a4,1.0,5206e9ec
f61da245-dc7,SCH3,3aeaba47,16180,654033a4,1.0,89be2e94
f61da245-dc7,SCH3,23bae1d8,16179,654033a4,6.0,a4e579bc
f6298c08-297,SCH5,39662bc6,16182,8a880b7f,3.0,4e6b0b00
f6298c08-297,SCH5,41a83903,16181,8a880b7f,4.0,ffa5a637
f64beb53-7f9,SCH7,3a47e104,16183,ca9d14ad,2.0,ff1113cc
f6686eb3-32c,SCH4,3651cdb5,16184,547704fd,2.0,4ba50aea
f6706c11-ae9,SCH2,a02785a6,16186,5b4a4746,1.0,25dbaea3
f6706c11-ae9,SCH2,23f43049,16187,5b4a4746,1.0,90e7a3cd
f6706c11-ae9,SCH2,fd164ba4,16185,5b4a4746,1.0,d7cfa2b4
f68e4e19-1d5,SCH8,9a131766,16188,1c30c153,3.0,113d9e38
f68e4e19-1d5,SCH8,354a3cc0,16192,1c30c153,3.0,2584a7f5
f68e4e19-1d5,SCH8,1f28c87e,16195,1c30c153,6.0,49284568
f68e4e19-1d5,SCH8,9381062c,16194,1c30c153,1.0,82d85778
f68e4e19-1d5,SCH8,97554b86,16191,1c30c153,3.0,bbaa9a86
f68e4e19-1d5,SCH8,59a9ac35,16190,1c30c153,2.0,d2f79789
f68e4e19-1d5,SCH8,7c5e9662,16189,1c30c153,2.0,d39ce221
f68e4e19-1d5,SCH8,f155d5c3,16193,1c30c153,1.0,e9465b9d
f6c33af4-f79,SCH4,a4bf2e2f,16196,53ccfe66,3.0,077fb986
f6c33af4-f79,SCH4,b85e06c7,16198,53ccfe66,4.0,4fbe4497
f6c33af4-f79,SCH4,ec107ca1,16197,53ccfe66,2.0,9957cb32
f6c33af4-f79,SCH4,2b3a9a4b,16199,53ccfe66,2.0,a4e8ec25
f6c33af4-f79,SCH4,2e8b8f0e,16202,53ccfe66,3.0,cbf0a23d
f6c33af4-f79,SCH4,7c6445c7,16201,53ccfe66,1.0,d5266b28
f6c33af4-f79,SCH4,7693ffe6,16200,53ccfe66,4.0,e4d4bdff
f6c42c7e-9cc,SCH8,77cd2d50,16203,9abe3d43,3.0,12edd665
f6c42c7e-9cc,SCH8,e80715c0,16204,9abe3d43,4.0,6f2d8ac6
f6c9b884-84f,SCH4,4102de97,16206,2d828051,2.0,995ae366
f6c9b884-84f,SCH4,3c75e42c,16207,2d828051,2.0,bec5a5f0
f6c9b884-84f,SCH4,c40ae3db,16205,2d828051,3.0,d697a291
f6cfb9f9-839,SCH8,017230a9,16216,251d2185,3.0,1e1dac2d
f6cfb9f9-839,SCH8,62f8c4b9,16210,251d2185,7.0,2a677a73
f6cfb9f9-839,SCH8,d8befb04,16209,251d2185,1.0,2b35dd17
f6cfb9f9-839,SCH8,690bf8a4,16208,251d2185,5.0,2f92749c
f6cfb9f9-839,SCH8,01c634a6,16213,251d2185,3.0,489ab4ec
f6cfb9f9-839,SCH8,00bc6b4f,16211,251d2185,1.0,645b3cea
f6cfb9f9-839,SCH8,da0931fd,16214,251d2185,2.0,b805ef74
f6cfb9f9-839,SCH8,dc6d4e58,16217,251d2185,1.0,d0bceee8
f6cfb9f9-839,SCH8,c92fd3ab,16215,251d2185,1.0,d62f9273
f6cfb9f9-839,SCH8,1897b36e,16212,251d2185,1.0,ed0858a0
f6dc3480-a4a,SCH3,6d7cf8fc,16220,017e81bd,1.0,34778fcd
f6dc3480-a4a,SCH3,367fd30c,16223,017e81bd,1.0,5187caf0
f6dc3480-a4a,SCH3,ec2f0ae9,16222,017e81bd,5.0,54418148
f6dc3480-a4a,SCH3,dbdac103,16219,017e81bd,1.0,8c88acc1
f6dc3480-a4a,SCH3,40f68871,16218,017e81bd,1.0,c5d3c56c
f6dc3480-a4a,SCH3,9c29e342,16221,017e81bd,1.0,c7e4526a
f6ead7f2-607,SCH2,495b29c6,16225,2394724b,4.0,229a9205
f6ead7f2-607,SCH2,e23d7a01,16224,2394724b,1.0,2fd88cd9
f6ead7f2-607,SCH2,5c06bfa5,16230,2394724b,1.0,726816aa
f6ead7f2-607,SCH2,b55f9775,16231,2394724b,3.0,8007ea48
f6ead7f2-607,SCH2,b3e95b2a,16226,2394724b,2.0,99c32411
f6ead7f2-607,SCH2,e6febd0c,16228,2394724b,1.0,a523b15b
f6ead7f2-607,SCH2,70951fcc,16232,2394724b,7.0,c806dc84
f6ead7f2-607,SCH2,7c544e3d,16227,2394724b,1.0,e2e46d0b
f6ead7f2-607,SCH2,f68a0fe1,16229,2394724b,4.0,e8ac4454
f6ef0999-f8b,SCH6,6ccd765b,16235,278f3edd,1.0,08fb8d0f
f6ef0999-f8b,SCH6,5cf9a05d,16241,278f3edd,1.0,18cb3142
f6ef0999-f8b,SCH6,9f64aced,16238,278f3edd,1.0,25bd45c4
f6ef0999-f8b,SCH6,22aeb639,16240,278f3edd,3.0,4253a135
f6ef0999-f8b,SCH6,d3f627e9,16239,278f3edd,1.0,42e12298
f6ef0999-f8b,SCH6,99014f96,16236,278f3edd,1.0,4ae3be8d
f6ef0999-f8b,SCH6,e108e29b,16234,278f3edd,2.0,4bafc27a
f6ef0999-f8b,SCH6,6b45a68f,16237,278f3edd,5.0,621d8df2
f6ef0999-f8b,SCH6,8d31454a,16233,278f3edd,5.0,9af38942
f704eac4-5a1,SCH5,b73fd631,16243,21157fde,1.0,23ee5f72
f704eac4-5a1,SCH5,c5a57e9a,16249,21157fde,1.0,3647c70b
f704eac4-5a1,SCH5,2f3e0d6e,16244,21157fde,1.0,490e9bd5
f704eac4-5a1,SCH5,edef33e5,16250,21157fde,2.0,4bbd58e4
f704eac4-5a1,SCH5,fc47e72d,16242,21157fde,1.0,682cc5df
f704eac4-5a1,SCH5,99775bd1,16248,21157fde,4.0,78633fca
f704eac4-5a1,SCH5,65bdf199,16251,21157fde,6.0,86eb852b
f704eac4-5a1,SCH5,d986eb1a,16246,21157fde,2.0,b5090103
f704eac4-5a1,SCH5,933f9558,16247,21157fde,5.0,bd7466e6
f704eac4-5a1,SCH5,681c859d,16245,21157fde,1.0,bd90c948
f74cf77a-980,SCH3,f1754091,16253,951e2fc1,4.0,162b06e5
f74cf77a-980,SCH3,c05f25d7,16255,951e2fc1,2.0,3df91840
f74cf77a-980,SCH3,45cb0242,16252,951e2fc1,1.0,89cbfed7
f74cf77a-980,SCH3,366c2eec,16261,951e2fc1,1.0,a315b8f2
f74cf77a-980,SCH3,5ae237d7,16259,951e2fc1,2.0,a8c1e3fa
f74cf77a-980,SCH3,56a17f16,16258,951e2fc1,1.0,dfd0a641
f74cf77a-980,SCH3,af7ab841,16257,951e2fc1,3.0,e7fca783
f74cf77a-980,SCH3,72f75c26,16256,951e2fc1,4.0,f03a4659
f74cf77a-980,SCH3,2e259540,16254,951e2fc1,4.0,fbdf76fd
f74cf77a-980,SCH3,0f9cc93b,16260,951e2fc1,3.0,ffb344d7
f78a6ca3-0ac,SCH5,cfab4483,16263,170e73c4,1.0,ae5f7743
f78a6ca3-0ac,SCH5,fac983e6,16262,170e73c4,1.0,babf7620
f7c4e620-58a,SCH2,c6136d42,16264,6d80e72b,2.0,31dc888a
f7c4e620-58a,SCH2,c07f3fca,16265,6d80e72b,3.0,f2220efb
f7d63f1f-351,SCH3,eca30802,16271,24d6a1c3,4.0,07c81276
f7d63f1f-351,SCH3,16d03e79,16270,24d6a1c3,1.0,15c846fb
f7d63f1f-351,SCH3,2cd691b2,16266,24d6a1c3,5.0,acbd9d4f
f7d63f1f-351,SCH3,4a2e9c8c,16272,24d6a1c3,3.0,c35b1d6d
f7d63f1f-351,SCH3,c6ff8795,16268,24d6a1c3,2.0,cc6fe5ec
f7d63f1f-351,SCH3,152bcc8b,16269,24d6a1c3,3.0,d67ef141
f7d63f1f-351,SCH3,b5518fc4,16267,24d6a1c3,4.0,ebd9c7ae
f804abf2-2b8,SCH4,2354cd31,16276,dcb58293,1.0,16dbcc3e
f804abf2-2b8,SCH4,74e24eff,16277,dcb58293,3.0,50f221a7
f804abf2-2b8,SCH4,afcae55f,16273,dcb58293,1.0,5f86a348
f804abf2-2b8,SCH4,bbba0a3f,16275,dcb58293,6.0,7c78f738
f804abf2-2b8,SCH4,89156f21,16274,dcb58293,2.0,db9d142a
f80c8ac7-536,SCH4,e0e38c1e,16278,f6e8f8e7,8.0,032d71bd
f80c8ac7-536,SCH4,7a5e426b,16282,f6e8f8e7,2.0,03991258
f80c8ac7-536,SCH4,24d0d20c,16280,f6e8f8e7,2.0,0ba04d4c
f80c8ac7-536,SCH4,4d710a35,16279,f6e8f8e7,2.0,128367c7
f80c8ac7-536,SCH4,7447d658,16284,f6e8f8e7,1.0,154800bc
f80c8ac7-536,SCH4,ab5d05a4,16283,f6e8f8e7,5.0,26c16329
f80c8ac7-536,SCH4,d7da87a4,16281,f6e8f8e7,2.0,766f2fae
f80f829e-18d,SCH4,7c9515a2,16286,057ab473,1.0,06a5b852
f80f829e-18d,SCH4,9b3ffd08,16285,057ab473,3.0,2d6db292
f80f829e-18d,SCH4,eae64e34,16289,057ab473,2.0,669a4284
f80f829e-18d,SCH4,45b59389,16288,057ab473,1.0,a17b1d6e
f80f829e-18d,SCH4,49ee44a4,16290,057ab473,5.0,d6cc0cc6
f80f829e-18d,SCH4,cd10b286,16287,057ab473,5.0,e745d6d6
f813fd45-45c,SCH1,5e23b960,16294,705c2aa7,1.0,3add2983
f813fd45-45c,SCH1,5e529c86,16291,705c2aa7,1.0,44a55543
f813fd45-45c,SCH1,6e0d0465,16293,705c2aa7,1.0,6ba3afd7
f813fd45-45c,SCH1,9a191431,16295,705c2aa7,1.0,75c6e6c2
f813fd45-45c,SCH1,afedc281,16292,705c2aa7,1.0,82321b10
f813fd45-45c,SCH1,27d3e651,16296,705c2aa7,1.0,8d201dd2
f8319e33-792,SCH4,d686b042,16302,2dabdd12,1.0,0efc5964
f8319e33-792,SCH4,dbd1f8a0,16298,2dabdd12,2.0,8ab73c1b
f8319e33-792,SCH4,cca8197b,16300,2dabdd12,1.0,aa8416d4
f8319e33-792,SCH4,b80f2452,16297,2dabdd12,2.0,cd2de12b
f8319e33-792,SCH4,6e21713c,16301,2dabdd12,3.0,d4c58022
f8319e33-792,SCH4,08ef0828,16299,2dabdd12,2.0,d7b8ad24
f84aba0e-571,SCH2,25e24766,16305,9570f274,3.0,5dc8db57
f84aba0e-571,SCH2,4f201a5b,16303,9570f274,2.0,babcbd85
f84aba0e-571,SCH2,68f5f657,16304,9570f274,1.0,e44d49fa
f868e8b4-f8e,SCH7,70ab9040,16306,fc1e1931,4.0,8257374e
f868e8b4-f8e,SCH7,ec97df52,16307,fc1e1931,5.0,922ff064
f885fe24-cf7,SCH8,16a04c55,16309,3c373960,2.0,0a9af99a
f885fe24-cf7,SCH8,6d166be2,16313,3c373960,1.0,0ef4d06a
f885fe24-cf7,SCH8,1af65e86,16315,3c373960,3.0,132fa7fb
f885fe24-cf7,SCH8,ae827335,16316,3c373960,1.0,2772eed5
f885fe24-cf7,SCH8,174685d0,16308,3c373960,6.0,6a558783
f885fe24-cf7,SCH8,b6c1e6fb,16312,3c373960,1.0,8ee7bb78
f885fe24-cf7,SCH8,770a89f9,16311,3c373960,5.0,962005bc
