pupilonrolltableid,NativeId,fsmperiodsonrolltableid,fsmperiodsonrollorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
ca1a2731-716,SCH5,e07eca98,20156,df53844b,2024-Sep-05 00:00:00,2024-Oct-31 00:00:00,ENG
ca1a2731-716,SCH5,c666e95f,20157,df53844b,2024-Oct-31 00:00:00,2024-Sep-14 00:00:00,ENG
ca1a2731-716,SCH5,1748eb40,20158,df53844b,2024-Nov-19 00:00:00,,ENG
ca1a2731-716,SCH5,2c37d64c,20159,df53844b,2024-Dec-14 00:00:00,,ENG
ca1a2731-716,SCH5,63248485,20160,df53844b,2024-Dec-09 00:00:00,,ENG
ca28dc98-65b,SCH3,fa8e1163,20161,a0a82391,2024-Oct-17 00:00:00,,ENG
ca28dc98-65b,SCH3,724d3db9,20162,a0a82391,2024-Sep-20 00:00:00,2024-Nov-24 00:00:00,
ca28dc98-65b,SCH3,33f34c1f,20163,a0a82391,2024-Oct-06 00:00:00,,WLS
ca28dc98-65b,SCH3,863a1e06,20164,a0a82391,2024-Nov-24 00:00:00,,ENG
ca2a47b7-407,SCH1,6a11d889,20165,8725ed46,2024-Sep-19 00:00:00,,ENG
ca2a47b7-407,SCH1,d6fe86af,20166,8725ed46,2024-Sep-23 00:00:00,,
ca2a47b7-407,SCH1,22a540c9,20167,8725ed46,2024-Dec-03 00:00:00,2024-Oct-22 00:00:00,ENG
ca2a47b7-407,SCH1,c277537e,20168,8725ed46,2024-Sep-06 00:00:00,,ENG
ca2a47b7-407,SCH1,b6665f4a,20169,8725ed46,2024-Nov-23 00:00:00,2024-Dec-02 00:00:00,ENG
ca2a47b7-407,SCH1,e1a9401b,20170,8725ed46,2024-Oct-14 00:00:00,2024-Nov-14 00:00:00,ENG
ca347add-f36,SCH5,00aa0aa8,20171,e43f1bc2,2024-Nov-14 00:00:00,,ENG
ca347add-f36,SCH5,3a58df81,20172,e43f1bc2,2024-Sep-06 00:00:00,2024-Nov-15 00:00:00,ENG
ca347add-f36,SCH5,cce2958d,20173,e43f1bc2,2024-Dec-06 00:00:00,2024-Oct-13 00:00:00,SCT
ca347add-f36,SCH5,71c5e404,20174,e43f1bc2,2024-Nov-07 00:00:00,,ENG
ca41c020-5c9,SCH8,885352b7,20175,f4704e8b,2024-Sep-02 00:00:00,,ENG
ca41c020-5c9,SCH8,1d83aad2,20176,f4704e8b,2024-Nov-22 00:00:00,,SCT
ca41c020-5c9,SCH8,0c8dfaf4,20177,f4704e8b,2024-Nov-20 00:00:00,2024-Nov-17 00:00:00,ENG
ca41c020-5c9,SCH8,62c376a0,20178,f4704e8b,2024-Nov-06 00:00:00,2024-Sep-29 00:00:00,
ca41c020-5c9,SCH8,c0d04a1d,20179,f4704e8b,2024-Dec-04 00:00:00,,ENG
ca41c020-5c9,SCH8,31bcaa5c,20180,f4704e8b,2024-Oct-16 00:00:00,,ENG
ca41c020-5c9,SCH8,53781e31,20181,f4704e8b,2024-Dec-16 00:00:00,,ENG
ca41c020-5c9,SCH8,3dc02389,20182,f4704e8b,2024-Oct-22 00:00:00,2024-Oct-14 00:00:00,ENG
ca51c29a-09b,SCH6,a039d588,20183,d80ff204,2024-Oct-22 00:00:00,,ENG
ca51c29a-09b,SCH6,52838e18,20184,d80ff204,2024-Oct-20 00:00:00,,ENG
ca51c29a-09b,SCH6,aa763fb5,20185,d80ff204,2024-Nov-06 00:00:00,2024-Oct-10 00:00:00,ENG
ca51c29a-09b,SCH6,a8886771,20186,d80ff204,2024-Nov-28 00:00:00,2024-Sep-16 00:00:00,ENG
ca51c29a-09b,SCH6,870e4006,20187,d80ff204,2024-Oct-28 00:00:00,,ENG
ca6309a5-39a,SCH1,6a3811bd,20188,0cf0d13a,2024-Nov-10 00:00:00,,SCT
ca6309a5-39a,SCH1,8c365193,20189,0cf0d13a,2024-Sep-09 00:00:00,2024-Oct-22 00:00:00,ENG
ca6309a5-39a,SCH1,438813ed,20190,0cf0d13a,2024-Nov-16 00:00:00,,ENG
ca6309a5-39a,SCH1,81a6ac62,20191,0cf0d13a,2024-Nov-10 00:00:00,2024-Sep-16 00:00:00,ENG
ca67db1b-87f,SCH2,8f496ced,20192,7b999551,2024-Oct-31 00:00:00,,
ca67db1b-87f,SCH2,6c2bf987,20193,7b999551,2024-Oct-20 00:00:00,2024-Oct-24 00:00:00,ENG
ca67db1b-87f,SCH2,52f2b44f,20194,7b999551,2024-Nov-01 00:00:00,,ENG
ca67db1b-87f,SCH2,9150a1f0,20195,7b999551,2024-Sep-15 00:00:00,,SCT
ca67db1b-87f,SCH2,1cf17d8b,20196,7b999551,2024-Sep-06 00:00:00,,ENG
ca67db1b-87f,SCH2,8155c35d,20197,7b999551,2024-Sep-10 00:00:00,2024-Sep-29 00:00:00,ENG
ca67db1b-87f,SCH2,0032738e,20198,7b999551,2024-Sep-17 00:00:00,,ENG
ca67db1b-87f,SCH2,78bf944f,20199,7b999551,2024-Oct-05 00:00:00,,SCT
ca67db1b-87f,SCH2,4e69462e,20200,7b999551,2024-Sep-17 00:00:00,2024-Nov-23 00:00:00,ENG
ca7acd4c-676,SCH1,8a61e070,20201,3b1a68fa,2024-Nov-23 00:00:00,2024-Oct-31 00:00:00,ENG
ca7acd4c-676,SCH1,c7b0c05c,20202,3b1a68fa,2024-Dec-03 00:00:00,2024-Nov-23 00:00:00,ENG
ca7acd4c-676,SCH1,d076b541,20203,3b1a68fa,2024-Oct-08 00:00:00,2024-Dec-12 00:00:00,SCT
ca7acd4c-676,SCH1,39f67ccf,20204,3b1a68fa,2024-Sep-29 00:00:00,,SCT
ca889d9c-2e9,SCH4,6864f864,20205,f763f86a,2024-Sep-08 00:00:00,2024-Nov-20 00:00:00,SCT
ca889d9c-2e9,SCH4,93c5c7cf,20206,f763f86a,2024-Sep-08 00:00:00,2024-Oct-31 00:00:00,ENG
ca889d9c-2e9,SCH4,5aa37c2a,20207,f763f86a,2024-Oct-22 00:00:00,2024-Dec-02 00:00:00,SCT
ca889d9c-2e9,SCH4,34070e0d,20208,f763f86a,2024-Oct-09 00:00:00,,SCT
ca889d9c-2e9,SCH4,0c4756f7,20209,f763f86a,2024-Oct-11 00:00:00,2024-Sep-08 00:00:00,ENG
ca889d9c-2e9,SCH4,40919f64,20210,f763f86a,2024-Oct-21 00:00:00,2024-Sep-06 00:00:00,ENG
ca889d9c-2e9,SCH4,8be94a91,20211,f763f86a,2024-Oct-30 00:00:00,2024-Nov-28 00:00:00,ENG
ca889d9c-2e9,SCH4,24a4d9d8,20212,f763f86a,2024-Dec-16 00:00:00,2024-Oct-19 00:00:00,ENG
cab6424c-005,SCH8,be4f7734,20213,eb171a69,2024-Sep-28 00:00:00,2024-Oct-05 00:00:00,ENG
cab6424c-005,SCH8,433bff1e,20214,eb171a69,2024-Dec-19 00:00:00,2024-Nov-29 00:00:00,ENG
cab6424c-005,SCH8,fec3cc2b,20215,eb171a69,2024-Nov-05 00:00:00,,ENG
cab6424c-005,SCH8,3a40acbf,20216,eb171a69,2024-Sep-22 00:00:00,2024-Nov-24 00:00:00,SCT
cab6424c-005,SCH8,f85b8346,20217,eb171a69,2024-Dec-03 00:00:00,,SCT
cac8e488-ff9,SCH1,d591267f,20218,582cdf49,2024-Oct-08 00:00:00,,SCT
cac8e488-ff9,SCH1,060d8ebd,20219,582cdf49,2024-Sep-13 00:00:00,2024-Oct-04 00:00:00,ENG
cac8e488-ff9,SCH1,0b7bcd38,20220,582cdf49,2024-Oct-14 00:00:00,2024-Nov-22 00:00:00,NIR
caddae4a-438,SCH4,4e1acec3,20221,957d666a,2024-Dec-11 00:00:00,,
caddae4a-438,SCH4,8101b6f8,20222,957d666a,2024-Nov-01 00:00:00,,WLS
caddae4a-438,SCH4,e87df25f,20223,957d666a,2024-Nov-14 00:00:00,,SCT
caddae4a-438,SCH4,66a23f33,20224,957d666a,2024-Oct-20 00:00:00,2024-Nov-11 00:00:00,SCT
cae35245-af2,SCH4,77c2405c,20225,54e53566,2024-Sep-27 00:00:00,2024-Dec-13 00:00:00,ENG
cae35245-af2,SCH4,42e9fb6b,20226,54e53566,2024-Sep-29 00:00:00,2024-Dec-17 00:00:00,ENG
caf2e8c5-b25,SCH8,bcb25a17,20227,3b626975,2024-Dec-11 00:00:00,2024-Sep-27 00:00:00,
caf2e8c5-b25,SCH8,36d49963,20228,3b626975,2024-Sep-18 00:00:00,2024-Oct-07 00:00:00,ENG
caf2e8c5-b25,SCH8,e18dc945,20229,3b626975,2024-Oct-13 00:00:00,2024-Dec-06 00:00:00,SCT
caf2e8c5-b25,SCH8,a97f7588,20230,3b626975,2024-Nov-03 00:00:00,2024-Sep-18 00:00:00,
caf2e8c5-b25,SCH8,efb87129,20231,3b626975,2024-Dec-16 00:00:00,,ENG
caf2e8c5-b25,SCH8,894b982a,20232,3b626975,2024-Nov-27 00:00:00,,SCT
caf2e8c5-b25,SCH8,f3cff52d,20233,3b626975,2024-Dec-08 00:00:00,,SCT
caf2e8c5-b25,SCH8,49021540,20234,3b626975,2024-Nov-23 00:00:00,,WLS
caf361a4-4f0,SCH3,7f731b34,20235,544d2388,2024-Nov-25 00:00:00,2024-Dec-07 00:00:00,ENG
caf361a4-4f0,SCH3,8892aaa9,20236,544d2388,2024-Sep-08 00:00:00,,ENG
caf361a4-4f0,SCH3,3cb5e8a3,20237,544d2388,2024-Sep-19 00:00:00,2024-Oct-03 00:00:00,SCT
caf361a4-4f0,SCH3,9aa5666b,20238,544d2388,2024-Sep-20 00:00:00,,SCT
cb057f91-294,SCH2,b069cb21,20239,4e7cf1d1,2024-Oct-12 00:00:00,2024-Sep-04 00:00:00,SCT
cb057f91-294,SCH2,7212783b,20240,4e7cf1d1,2024-Oct-28 00:00:00,2024-Nov-22 00:00:00,NIR
cb057f91-294,SCH2,612e40d6,20241,4e7cf1d1,2024-Oct-27 00:00:00,,ENG
cb057f91-294,SCH2,b300038e,20242,4e7cf1d1,2024-Oct-08 00:00:00,2024-Sep-21 00:00:00,ENG
cb057f91-294,SCH2,9ae3cafa,20243,4e7cf1d1,2024-Nov-19 00:00:00,,WLS
cb057f91-294,SCH2,7461c302,20244,4e7cf1d1,2024-Oct-26 00:00:00,2024-Nov-26 00:00:00,ENG
cb057f91-294,SCH2,3afaf28f,20245,4e7cf1d1,2024-Sep-07 00:00:00,,NIR
cb057f91-294,SCH2,18241f2b,20246,4e7cf1d1,2024-Oct-03 00:00:00,,ENG
cb057f91-294,SCH2,21022648,20247,4e7cf1d1,2024-Nov-04 00:00:00,2024-Oct-29 00:00:00,ENG
cb057f91-294,SCH2,cb741e25,20248,4e7cf1d1,2024-Nov-02 00:00:00,,
cb2e291c-3b3,SCH6,4da925e0,20249,7c581711,2024-Nov-11 00:00:00,2024-Dec-13 00:00:00,ENG
cb3d5128-c06,SCH3,5927c23c,20250,308f8285,2024-Nov-20 00:00:00,,SCT
cb3d5128-c06,SCH3,20d6f485,20251,308f8285,2024-Nov-23 00:00:00,2024-Nov-27 00:00:00,SCT
cb3d5128-c06,SCH3,b3b5dc14,20252,308f8285,2024-Nov-21 00:00:00,2024-Oct-16 00:00:00,ENG
cb3d5128-c06,SCH3,096e89cf,20253,308f8285,2024-Dec-01 00:00:00,,WLS
cb3d5128-c06,SCH3,a40fea04,20254,308f8285,2024-Dec-18 00:00:00,2024-Dec-05 00:00:00,ENG
cb3d5128-c06,SCH3,b8492616,20255,308f8285,2024-Sep-16 00:00:00,2024-Dec-12 00:00:00,SCT
cb3d5128-c06,SCH3,39712a0f,20256,308f8285,2024-Nov-12 00:00:00,,ENG
cb3d5128-c06,SCH3,7c0c0cd2,20257,308f8285,2024-Sep-02 00:00:00,,SCT
cb3f795b-a4c,SCH1,0de5cb12,20258,ec53da8f,2024-Oct-17 00:00:00,,ENG
cb3f795b-a4c,SCH1,832ee28d,20259,ec53da8f,2024-Sep-30 00:00:00,2024-Oct-18 00:00:00,ENG
cb3f795b-a4c,SCH1,6076fdcb,20260,ec53da8f,2024-Oct-30 00:00:00,,ENG
cb3f795b-a4c,SCH1,2455d842,20261,ec53da8f,2024-Nov-24 00:00:00,,ENG
cb3f795b-a4c,SCH1,ebfef1e6,20262,ec53da8f,2024-Sep-03 00:00:00,,ENG
cb3f795b-a4c,SCH1,63543a4f,20263,ec53da8f,2024-Nov-24 00:00:00,2024-Oct-24 00:00:00,ENG
cb3f795b-a4c,SCH1,4c9f2abe,20264,ec53da8f,2024-Sep-06 00:00:00,2024-Nov-28 00:00:00,SCT
cb3f795b-a4c,SCH1,fca865fb,20265,ec53da8f,2024-Nov-11 00:00:00,,ENG
cb3f795b-a4c,SCH1,04fd7358,20266,ec53da8f,2024-Oct-06 00:00:00,,ENG
cb3f795b-a4c,SCH1,61b9dbb5,20267,ec53da8f,2024-Sep-28 00:00:00,2024-Nov-06 00:00:00,ENG
cb40036c-e79,SCH8,9ca51538,20268,4f228b6e,2024-Sep-06 00:00:00,,WLS
cb40036c-e79,SCH8,cfb836aa,20269,4f228b6e,2024-Nov-27 00:00:00,2024-Nov-01 00:00:00,NIR
cb40036c-e79,SCH8,5f5c6dfa,20270,4f228b6e,2024-Oct-15 00:00:00,,ENG
cb40036c-e79,SCH8,e20e63bc,20271,4f228b6e,2024-Nov-05 00:00:00,2024-Nov-07 00:00:00,ENG
cb40036c-e79,SCH8,8cd7f4cc,20272,4f228b6e,2024-Nov-10 00:00:00,,ENG
cb40036c-e79,SCH8,0adf6381,20273,4f228b6e,2024-Sep-30 00:00:00,,ENG
cb40036c-e79,SCH8,8576dc00,20274,4f228b6e,2024-Nov-02 00:00:00,2024-Sep-22 00:00:00,ENG
cb40036c-e79,SCH8,48b669e6,20275,4f228b6e,2024-Sep-30 00:00:00,2024-Sep-04 00:00:00,WLS
cb4e6036-9c8,SCH5,3ba9ddd3,20276,d7dfea5d,2024-Nov-29 00:00:00,,SCT
cb4e6036-9c8,SCH5,cf9c4053,20277,d7dfea5d,2024-Oct-18 00:00:00,,ENG
cb4e6036-9c8,SCH5,9a21406f,20278,d7dfea5d,2024-Nov-07 00:00:00,,ENG
cb4e6036-9c8,SCH5,22f73a40,20279,d7dfea5d,2024-Nov-30 00:00:00,,NIR
cb4e6036-9c8,SCH5,6448d61e,20280,d7dfea5d,2024-Nov-07 00:00:00,2024-Sep-18 00:00:00,ENG
cb4e6036-9c8,SCH5,e5c65e89,20281,d7dfea5d,2024-Oct-17 00:00:00,2024-Oct-22 00:00:00,SCT
cb51ee0c-998,SCH8,b78919fd,20282,3c141b29,2024-Oct-24 00:00:00,2024-Nov-17 00:00:00,ENG
cb51ee0c-998,SCH8,0ebd3ab6,20283,3c141b29,2024-Nov-02 00:00:00,2024-Dec-01 00:00:00,SCT
cb51ee0c-998,SCH8,cebaefda,20284,3c141b29,2024-Dec-13 00:00:00,2024-Nov-25 00:00:00,
cb51ee0c-998,SCH8,41b28aa5,20285,3c141b29,2024-Sep-02 00:00:00,2024-Dec-11 00:00:00,ENG
cb51ee0c-998,SCH8,34252658,20286,3c141b29,2024-Oct-20 00:00:00,2024-Nov-24 00:00:00,ENG
cb51ee0c-998,SCH8,5bf168de,20287,3c141b29,2024-Oct-16 00:00:00,2024-Nov-20 00:00:00,ENG
cb51ee0c-998,SCH8,1ef6ba80,20288,3c141b29,2024-Dec-08 00:00:00,,SCT
cb59e62a-5aa,SCH2,adabedef,20289,63528a4e,2024-Dec-08 00:00:00,2024-Sep-28 00:00:00,SCT
cb59e62a-5aa,SCH2,1353fa27,20290,63528a4e,2024-Oct-12 00:00:00,,ENG
cb59e62a-5aa,SCH2,5320cde0,20291,63528a4e,2024-Oct-09 00:00:00,2024-Nov-02 00:00:00,ENG
cb59e62a-5aa,SCH2,122a1299,20292,63528a4e,2024-Sep-26 00:00:00,2024-Sep-30 00:00:00,ENG
cb59e62a-5aa,SCH2,37547b5c,20293,63528a4e,2024-Dec-01 00:00:00,2024-Sep-16 00:00:00,ENG
cb59e62a-5aa,SCH2,d55fec67,20294,63528a4e,2024-Nov-29 00:00:00,,WLS
cb59e62a-5aa,SCH2,b9e135a0,20295,63528a4e,2024-Sep-17 00:00:00,,ENG
cb6eb5b6-8d9,SCH8,1c72392e,20296,5cbe4a02,2024-Nov-02 00:00:00,,ENG
cb6eb5b6-8d9,SCH8,719ea37a,20297,5cbe4a02,2024-Oct-31 00:00:00,,ENG
cb6eb5b6-8d9,SCH8,ec27929d,20298,5cbe4a02,2024-Dec-19 00:00:00,2024-Nov-11 00:00:00,SCT
cb6eb5b6-8d9,SCH8,f7ff5025,20299,5cbe4a02,2024-Dec-13 00:00:00,2024-Nov-09 00:00:00,ENG
cb6eb5b6-8d9,SCH8,85043ace,20300,5cbe4a02,2024-Sep-28 00:00:00,,SCT
cb6eb5b6-8d9,SCH8,458e7565,20301,5cbe4a02,2024-Sep-14 00:00:00,2024-Oct-04 00:00:00,ENG
cb86056d-c28,SCH7,440a6786,20302,0c844da0,2024-Nov-07 00:00:00,2024-Dec-16 00:00:00,ENG
cb86056d-c28,SCH7,aaafe53a,20303,0c844da0,2024-Oct-03 00:00:00,2024-Sep-07 00:00:00,ENG
cb9fb131-bd6,SCH6,2ede8afd,20304,48ea5656,2024-Nov-16 00:00:00,2024-Oct-30 00:00:00,
cb9fb131-bd6,SCH6,ba802bae,20305,48ea5656,2024-Nov-21 00:00:00,2024-Oct-05 00:00:00,WLS
cb9fb131-bd6,SCH6,834a1d3f,20306,48ea5656,2024-Dec-07 00:00:00,2024-Nov-18 00:00:00,SCT
cb9fb131-bd6,SCH6,811f5810,20307,48ea5656,2024-Oct-10 00:00:00,,ENG
cb9fb131-bd6,SCH6,8192acb6,20308,48ea5656,2024-Nov-18 00:00:00,2024-Oct-30 00:00:00,ENG
cb9fb131-bd6,SCH6,d58604d8,20309,48ea5656,2024-Oct-26 00:00:00,2024-Oct-14 00:00:00,SCT
cb9fb131-bd6,SCH6,bf6a3d9b,20310,48ea5656,2024-Sep-30 00:00:00,,WLS
cb9fb131-bd6,SCH6,6894f1e3,20311,48ea5656,2024-Oct-25 00:00:00,2024-Sep-28 00:00:00,
cb9fb131-bd6,SCH6,77fde371,20312,48ea5656,2024-Oct-12 00:00:00,,ENG
cb9fb131-bd6,SCH6,b704b75e,20313,48ea5656,2024-Dec-07 00:00:00,,ENG
cbb82e64-dc8,SCH4,21a525b2,20314,d78410a8,2024-Sep-06 00:00:00,2024-Sep-10 00:00:00,ENG
cbc4ca16-1cc,SCH7,e604843d,20315,81675df9,2024-Nov-18 00:00:00,,ENG
cbc4ca16-1cc,SCH7,b57b3ad2,20316,81675df9,2024-Dec-07 00:00:00,,NIR
cbc4ca16-1cc,SCH7,1240191e,20317,81675df9,2024-Nov-03 00:00:00,,
cbc4ca16-1cc,SCH7,9f5e28a7,20318,81675df9,2024-Sep-18 00:00:00,,ENG
cbc4ca16-1cc,SCH7,aa7eea3f,20319,81675df9,2024-Nov-23 00:00:00,,SCT
cbc4ca16-1cc,SCH7,b5c0d853,20320,81675df9,2024-Sep-03 00:00:00,2024-Nov-07 00:00:00,ENG
cbd3e49a-0b2,SCH2,0d592839,20321,24ea749e,2024-Sep-02 00:00:00,,ENG
cbd3e49a-0b2,SCH2,2000f01f,20322,24ea749e,2024-Nov-23 00:00:00,,ENG
cbd3e49a-0b2,SCH2,26c0ab51,20323,24ea749e,2024-Nov-06 00:00:00,,ENG
cbd3e49a-0b2,SCH2,e1855e83,20324,24ea749e,2024-Oct-28 00:00:00,2024-Nov-02 00:00:00,ENG
cbd3e49a-0b2,SCH2,fe6d20a9,20325,24ea749e,2024-Oct-02 00:00:00,2024-Nov-24 00:00:00,ENG
cbd3e49a-0b2,SCH2,445b4264,20326,24ea749e,2024-Oct-22 00:00:00,2024-Dec-04 00:00:00,ENG
cbd85b76-a20,SCH8,fd2e5129,20327,82dc72ec,2024-Oct-11 00:00:00,,SCT
cbdd20a0-fc2,SCH5,d3336090,20328,01c9d4e5,2024-Oct-12 00:00:00,,ENG
cbdd20a0-fc2,SCH5,ae27726c,20329,01c9d4e5,2024-Nov-19 00:00:00,,ENG
cbdd20a0-fc2,SCH5,b7b9d13d,20330,01c9d4e5,2024-Oct-03 00:00:00,,
cbf18447-748,SCH5,b957307c,20331,c8ceb10b,2024-Oct-19 00:00:00,,
cc114059-ddd,SCH6,28aa6ce2,20332,893fad2d,2024-Dec-11 00:00:00,,ENG
cc114059-ddd,SCH6,11200bdd,20333,893fad2d,2024-Oct-17 00:00:00,,ENG
cc114059-ddd,SCH6,696ee6a8,20334,893fad2d,2024-Nov-22 00:00:00,2024-Dec-10 00:00:00,ENG
cc114059-ddd,SCH6,786dc100,20335,893fad2d,2024-Nov-06 00:00:00,2024-Sep-14 00:00:00,SCT
cc114059-ddd,SCH6,3bb3cfed,20336,893fad2d,2024-Sep-14 00:00:00,2024-Dec-13 00:00:00,ENG
cc114059-ddd,SCH6,f3e7e1ad,20337,893fad2d,2024-Dec-14 00:00:00,,
cc114059-ddd,SCH6,54e9fd55,20338,893fad2d,2024-Dec-07 00:00:00,,ENG
cc382517-1f7,SCH6,dd99f568,20339,84e9b225,2024-Nov-16 00:00:00,,ENG
cc382517-1f7,SCH6,7e63e75e,20340,84e9b225,2024-Oct-13 00:00:00,,ENG
cc382517-1f7,SCH6,8d8c91cd,20341,84e9b225,2024-Oct-22 00:00:00,,ENG
cc382517-1f7,SCH6,a0e42e7d,20342,84e9b225,2024-Oct-27 00:00:00,,ENG
cc3f7ef5-384,SCH2,0a259713,20343,0150df35,2024-Sep-01 00:00:00,,SCT
cc3f7ef5-384,SCH2,a9f80049,20344,0150df35,2024-Nov-27 00:00:00,,
cc3f7ef5-384,SCH2,dad4a580,20345,0150df35,2024-Sep-14 00:00:00,,ENG
cc3f7ef5-384,SCH2,155ba944,20346,0150df35,2024-Sep-01 00:00:00,2024-Oct-23 00:00:00,ENG
cc3f7ef5-384,SCH2,03bebaf9,20347,0150df35,2024-Oct-26 00:00:00,2024-Sep-09 00:00:00,ENG
cc40ba16-99a,SCH4,aea75111,20348,9d5b5dd4,2024-Sep-04 00:00:00,,ENG
cc40ba16-99a,SCH4,e5e768ae,20349,9d5b5dd4,2024-Dec-08 00:00:00,,ENG
cc40ba16-99a,SCH4,6f54d361,20350,9d5b5dd4,2024-Dec-16 00:00:00,,ENG
cc5cd16e-6a5,SCH5,a97369d7,20351,de727c5d,2024-Sep-26 00:00:00,2024-Sep-15 00:00:00,SCT
cc5cd16e-6a5,SCH5,2fe0f354,20352,de727c5d,2024-Nov-12 00:00:00,,ENG
cc65c429-d87,SCH5,a553e201,20353,48b97605,2024-Sep-19 00:00:00,,ENG
cc65c429-d87,SCH5,d2072564,20354,48b97605,2024-Nov-08 00:00:00,2024-Nov-26 00:00:00,ENG
cc65c429-d87,SCH5,6d970d35,20355,48b97605,2024-Sep-23 00:00:00,2024-Nov-26 00:00:00,WLS
cc65c429-d87,SCH5,aeb2ca03,20356,48b97605,2024-Dec-15 00:00:00,,ENG
cc65c429-d87,SCH5,6b174003,20357,48b97605,2024-Sep-30 00:00:00,,ENG
cc65c429-d87,SCH5,62d19325,20358,48b97605,2024-Oct-19 00:00:00,,ENG
cc6c7453-44e,SCH8,7120570b,20359,559ebd79,2024-Nov-13 00:00:00,,ENG
cc6c7453-44e,SCH8,446aec77,20360,559ebd79,2024-Oct-31 00:00:00,,NIR
cc6c7453-44e,SCH8,42067530,20361,559ebd79,2024-Oct-08 00:00:00,,
cc6c7453-44e,SCH8,997dadb3,20362,559ebd79,2024-Nov-16 00:00:00,2024-Nov-24 00:00:00,ENG
cc6c7453-44e,SCH8,10f5d167,20363,559ebd79,2024-Dec-04 00:00:00,,ENG
cc6c7453-44e,SCH8,f9dfae6c,20364,559ebd79,2024-Sep-14 00:00:00,,
cc6c7453-44e,SCH8,ae603f35,20365,559ebd79,2024-Oct-05 00:00:00,2024-Nov-24 00:00:00,ENG
cc6c7453-44e,SCH8,e583668f,20366,559ebd79,2024-Oct-22 00:00:00,,ENG
cc6c7453-44e,SCH8,81c7f554,20367,559ebd79,2024-Oct-06 00:00:00,,ENG
cc8414cf-482,SCH3,2ccb2632,20368,e99eaa77,2024-Sep-06 00:00:00,,ENG
cc8414cf-482,SCH3,e987b8ae,20369,e99eaa77,2024-Nov-28 00:00:00,2024-Sep-06 00:00:00,ENG
cc9b7d15-817,SCH5,60bc083a,20370,1bca5266,2024-Sep-12 00:00:00,,SCT
cc9b7d15-817,SCH5,83c22037,20371,1bca5266,2024-Oct-18 00:00:00,2024-Oct-05 00:00:00,SCT
cc9b7d15-817,SCH5,78736be8,20372,1bca5266,2024-Nov-10 00:00:00,2024-Nov-26 00:00:00,ENG
cc9b7d15-817,SCH5,c2d6eb38,20373,1bca5266,2024-Dec-10 00:00:00,,ENG
cc9b7d15-817,SCH5,e46e67e3,20374,1bca5266,2024-Oct-18 00:00:00,,ENG
cc9b7d15-817,SCH5,b2a0a00d,20375,1bca5266,2024-Dec-14 00:00:00,,ENG
cc9b7d15-817,SCH5,92d756f8,20376,1bca5266,2024-Nov-07 00:00:00,2024-Sep-24 00:00:00,ENG
cc9b7d15-817,SCH5,832e2e85,20377,1bca5266,2024-Nov-21 00:00:00,,WLS
cc9b7d15-817,SCH5,d1e63a12,20378,1bca5266,2024-Oct-19 00:00:00,,ENG
cca0ae41-f91,SCH4,2a5516e2,20379,9edc777b,2024-Oct-06 00:00:00,2024-Oct-04 00:00:00,ENG
cca0ae41-f91,SCH4,60bf245a,20380,9edc777b,2024-Oct-24 00:00:00,2024-Nov-26 00:00:00,ENG
cca0ae41-f91,SCH4,691b6894,20381,9edc777b,2024-Sep-08 00:00:00,2024-Oct-13 00:00:00,ENG
cca0ae41-f91,SCH4,163a534b,20382,9edc777b,2024-Oct-02 00:00:00,2024-Dec-11 00:00:00,ENG
cca0ae41-f91,SCH4,f8890819,20383,9edc777b,2024-Sep-14 00:00:00,2024-Nov-20 00:00:00,ENG
cca0ae41-f91,SCH4,d0f62c27,20384,9edc777b,2024-Sep-27 00:00:00,2024-Oct-08 00:00:00,SCT
cca0ae41-f91,SCH4,6a25ab2f,20385,9edc777b,2024-Oct-21 00:00:00,,WLS
cca0ae41-f91,SCH4,e95c215b,20386,9edc777b,2024-Nov-26 00:00:00,2024-Nov-27 00:00:00,ENG
cca0ae41-f91,SCH4,36377bac,20387,9edc777b,2024-Sep-06 00:00:00,,ENG
ccc695e6-ab8,SCH6,d14a0367,20388,355cfeb5,2024-Sep-25 00:00:00,2024-Nov-14 00:00:00,NIR
ccc695e6-ab8,SCH6,c802555e,20389,355cfeb5,2024-Dec-08 00:00:00,2024-Dec-07 00:00:00,ENG
ccc695e6-ab8,SCH6,650f5ad9,20390,355cfeb5,2024-Nov-06 00:00:00,,SCT
ccc695e6-ab8,SCH6,3a796ac0,20391,355cfeb5,2024-Oct-18 00:00:00,,ENG
ccc695e6-ab8,SCH6,5b95f98c,20392,355cfeb5,2024-Sep-10 00:00:00,2024-Oct-01 00:00:00,ENG
ccc695e6-ab8,SCH6,6adc8f38,20393,355cfeb5,2024-Nov-12 00:00:00,2024-Oct-28 00:00:00,ENG
ccc695e6-ab8,SCH6,07b0f9d5,20394,355cfeb5,2024-Nov-15 00:00:00,,SCT
ccc695e6-ab8,SCH6,81054619,20395,355cfeb5,2024-Nov-27 00:00:00,,SCT
ccc695e6-ab8,SCH6,0b3973af,20396,355cfeb5,2024-Dec-05 00:00:00,,ENG
ccc695e6-ab8,SCH6,a61168aa,20397,355cfeb5,2024-Nov-25 00:00:00,2024-Oct-28 00:00:00,
cce0affc-c8d,SCH8,5865dd66,20398,b3ccf7f8,2024-Nov-08 00:00:00,2024-Nov-22 00:00:00,SCT
