pupilonrolltableid,NativeId,summerhalfterm2sessiondetailsonrolltableid,summerhalfterm2sessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
e6250cc9-fd3,SCH3,7ced91e2,44594,0ecd4ba9,127.0,C
e6250cc9-fd3,SCH3,b327d209,44598,0ecd4ba9,127.0,G
e6250cc9-fd3,SCH3,6e3fdc12,44597,0ecd4ba9,130.0,N
e6250cc9-fd3,SCH3,42de6802,44596,0ecd4ba9,131.0,O
e6250cc9-fd3,SCH3,06e7e05d,44595,0ecd4ba9,129.0,Y
e6419ade-96a,SCH8,9b444aba,44605,ad906175,132.0,C
e6419ade-96a,SCH8,172a628d,44601,ad906175,121.0,H
e6419ade-96a,SCH8,86ff99c7,44607,ad906175,134.0,I
e6419ade-96a,SCH8,f458eeb0,44604,ad906175,130.0,M
e6419ade-96a,SCH8,0d981130,44600,ad906175,117.0,N
e6419ade-96a,SCH8,a8b2a815,44599,ad906175,128.0,Y
e6458b57-d89,SCH4,e3e679ab,44609,458c7a67,126.0,E
e6458b57-d89,SCH4,510433a3,44610,458c7a67,127.0,G
e6458b57-d89,SCH4,b908e7f3,44613,458c7a67,132.0,H
e6458b57-d89,SCH4,414be8df,44612,458c7a67,131.0,I
e6458b57-d89,SCH4,db418da0,44611,458c7a67,130.0,M
e6458b57-d89,SCH4,d109adbb,44614,458c7a67,130.0,N
e6458b57-d89,SCH4,1a0c4812,44608,458c7a67,127.0,T
e6458b57-d89,SCH4,67242b1b,44615,458c7a67,121.0,Z
e65e3714-fc6,SCH2,61821601,44618,adf73560,125.0,I
e65f6e1a-de8,SCH4,ea429a32,44619,9cc6e245,126.0,H
e65f6e1a-de8,SCH4,bd337b70,44620,9cc6e245,127.0,N
e65f6e1a-de8,SCH4,9575d626,44621,9cc6e245,127.0,O
e664c7c6-dc3,SCH4,3362e0b1,44622,b18ed86d,123.0,Y
e66ab5fa-51b,SCH1,42c5daaf,44624,127c5f9c,135.0,E
e66ab5fa-51b,SCH1,579b4581,44627,127c5f9c,124.0,G
e66ab5fa-51b,SCH1,f6102477,44630,127c5f9c,134.0,H
e66ab5fa-51b,SCH1,26d60524,44628,127c5f9c,133.0,I
e66ab5fa-51b,SCH1,af561d97,44626,127c5f9c,133.0,M
e66ab5fa-51b,SCH1,3317d53e,44623,127c5f9c,129.0,R
e66bcfc6-57b,SCH8,0fbf21db,44633,abfd9b4a,131.0,#
e66bcfc6-57b,SCH8,c52bbc55,44641,abfd9b4a,139.0,C
e66bcfc6-57b,SCH8,05a7cf17,44634,abfd9b4a,135.0,I
e66bcfc6-57b,SCH8,fcfa3134,44635,abfd9b4a,140.0,M
e66bcfc6-57b,SCH8,2ded6394,44636,abfd9b4a,134.0,T
e66bcfc6-57b,SCH8,65e9baba,44639,abfd9b4a,131.0,Y
e66bcfc6-57b,SCH8,08d15bce,44642,abfd9b4a,138.0,Z
e66d6db2-24c,SCH4,e4b3dff5,44648,4b8457f5,133.0,C
e66d6db2-24c,SCH4,a4aef8f1,44644,4b8457f5,131.0,G
e66d6db2-24c,SCH4,91caf8e3,44643,4b8457f5,126.0,I
e66d6db2-24c,SCH4,db96866f,44646,4b8457f5,124.0,M
e66d6db2-24c,SCH4,4eb5e704,44649,4b8457f5,140.0,O
e66d6db2-24c,SCH4,fdc11ebc,44645,4b8457f5,135.0,R
e66e0abd-7c3,SCH4,0ee5ce99,44654,c41dc279,131.0,C
e66e0abd-7c3,SCH4,9241e9af,44651,c41dc279,127.0,G
e66e0abd-7c3,SCH4,ecb2d43a,44652,c41dc279,129.0,M
e66e0abd-7c3,SCH4,8b955596,44655,c41dc279,128.0,N
e673ced9-46f,SCH2,6a5b8c14,44657,f041b8ac,127.0,C
e673ced9-46f,SCH2,4bb4b058,44656,f041b8ac,130.0,E
e673ced9-46f,SCH2,75c68eba,44661,f041b8ac,128.0,G
e673ced9-46f,SCH2,b2151fca,44658,f041b8ac,136.0,I
e673ced9-46f,SCH2,741a8cb2,44660,f041b8ac,132.0,T
e675e03d-bea,SCH1,c1d1e340,44664,517f8e72,127.0,C
e675e03d-bea,SCH1,d8ed90d6,44663,517f8e72,132.0,G
e675e03d-bea,SCH1,a51d3aed,44662,517f8e72,137.0,O
e687b160-d0f,SCH1,c9a5f1a4,44668,37393338,136.0,E
e687b160-d0f,SCH1,2728a903,44665,37393338,124.0,H
e687b160-d0f,SCH1,539f5a6a,44667,37393338,126.0,N
e687b160-d0f,SCH1,d97cfb7d,44666,37393338,127.0,S
e68dccda-577,SCH2,03ae6b11,44670,c2f2c923,134.0,C
e68dccda-577,SCH2,860f8f9e,44669,c2f2c923,128.0,S
e6988354-4d3,SCH1,d1824e69,44671,f98229f5,127.0,G
e69e3270-69d,SCH1,8cfea5f8,44674,9c9a49c6,127.0,C
e69e3270-69d,SCH1,45741e5e,44672,9c9a49c6,135.0,H
e69e3270-69d,SCH1,403d9793,44677,9c9a49c6,131.0,M
e69e3270-69d,SCH1,3c0291d1,44676,9c9a49c6,125.0,U
e6a22fb6-1f0,SCH4,20b973b1,44678,a95db5bd,120.0,C
e6a22fb6-1f0,SCH4,21c08e59,44680,a95db5bd,134.0,G
e6a4f92b-29c,SCH6,238f519d,44687,152fe195,128.0,C
e6a4f92b-29c,SCH6,a311758c,44688,152fe195,126.0,E
e6a4f92b-29c,SCH6,d8afb15d,44681,152fe195,139.0,I
e6a4f92b-29c,SCH6,d6298c0d,44685,152fe195,129.0,N
e6a4f92b-29c,SCH6,b819a478,44683,152fe195,125.0,S
e6a4f92b-29c,SCH6,1dbc18fa,44682,152fe195,135.0,T
e6a4f92b-29c,SCH6,c9850dfd,44684,152fe195,132.0,Z
e6a637ec-86d,SCH1,0a585008,44690,5c52b74d,,E
e6a637ec-86d,SCH1,ab687d9c,44693,5c52b74d,132.0,G
e6a637ec-86d,SCH1,c50f5428,44694,5c52b74d,128.0,M
e6a637ec-86d,SCH1,e41f9648,44691,5c52b74d,119.0,U
e6a637ec-86d,SCH1,0d51c175,44689,5c52b74d,118.0,X
e6b81915-157,SCH1,fcf47947,44697,51818774,124.0,G
e6b81915-157,SCH1,5e70e796,44700,51818774,125.0,H
e6b81915-157,SCH1,db1f1a3a,44696,51818774,124.0,N
e6bdfd17-44b,SCH6,37c8f920,44701,169eae9c,129.0,#
e6bdfd17-44b,SCH6,66da0acc,44703,169eae9c,137.0,E
e6bdfd17-44b,SCH6,8a6e241f,44705,169eae9c,134.0,G
e6bdfd17-44b,SCH6,526fca77,44706,169eae9c,130.0,H
e6bdfd17-44b,SCH6,b1b35e4d,44702,169eae9c,135.0,I
e6c37c4b-e91,SCH8,5aaa0808,44712,39a16ead,132.0,C
e6c37c4b-e91,SCH8,239381c7,44710,39a16ead,130.0,E
e6c37c4b-e91,SCH8,722bb2d3,44708,39a16ead,136.0,H
e6c37c4b-e91,SCH8,6974484d,44711,39a16ead,123.0,I
e6c37c4b-e91,SCH8,e58589a1,44707,39a16ead,129.0,M
e6c37c4b-e91,SCH8,39753323,44714,39a16ead,133.0,S
e6c37c4b-e91,SCH8,b7f14134,44709,39a16ead,125.0,T
e6d1c767-280,SCH5,a5b0b95c,44715,63941058,119.0,H
e6d1c767-280,SCH5,69782edb,44718,63941058,131.0,I
e6d1c767-280,SCH5,887700cf,44716,63941058,129.0,N
e6d27888-bcb,SCH2,98248933,44722,f270c9fd,121.0,G
e6d27888-bcb,SCH2,db8c4c80,44721,f270c9fd,116.0,M
e7018633-ea2,SCH1,fee2cdc7,44726,fe67fa9b,129.0,C
e7018633-ea2,SCH1,c9d9e129,44724,fe67fa9b,131.0,I
e7018633-ea2,SCH1,bc4a740f,44723,fe67fa9b,136.0,M
e708b359-d5a,SCH5,e95a4ffd,44728,067376a8,133.0,C
e708b359-d5a,SCH5,072c5b51,44729,067376a8,134.0,E
e708b359-d5a,SCH5,a0fa3905,44734,067376a8,132.0,G
e708b359-d5a,SCH5,36122497,44727,067376a8,132.0,H
e708b359-d5a,SCH5,19e8bd18,44730,067376a8,129.0,I
e708b359-d5a,SCH5,57677888,44736,067376a8,132.0,X
e708b359-d5a,SCH5,7d2de59a,44731,067376a8,126.0,Y
e719e3d5-76d,SCH5,8666e5aa,44742,4549ba65,130.0,E
e719e3d5-76d,SCH5,411f4ea8,44738,4549ba65,131.0,G
e719e3d5-76d,SCH5,fef1f674,44743,4549ba65,131.0,H
e719e3d5-76d,SCH5,de807319,44740,4549ba65,128.0,I
e719e3d5-76d,SCH5,787328f9,44737,4549ba65,136.0,M
e71c9931-0ce,SCH3,8962a5a3,44753,bf9edee5,125.0,C
e71c9931-0ce,SCH3,dd6e7857,44746,bf9edee5,120.0,G
e71c9931-0ce,SCH3,da4e74ae,44748,bf9edee5,130.0,H
e71c9931-0ce,SCH3,7559d0af,44754,bf9edee5,129.0,M
e71c9931-0ce,SCH3,067538e4,44749,bf9edee5,,N
e71c9931-0ce,SCH3,d203e44d,44745,bf9edee5,127.0,S
e71c9931-0ce,SCH3,ba53a5e3,44747,bf9edee5,131.0,Y
e71c9931-0ce,SCH3,a22c28b9,44751,bf9edee5,125.0,Z
e725588e-893,SCH3,b1036331,44762,5dd73540,138.0,C
e725588e-893,SCH3,fa6ac819,44755,5dd73540,134.0,E
e725588e-893,SCH3,3be98ccd,44759,5dd73540,125.0,H
e725588e-893,SCH3,beff93ed,44764,5dd73540,132.0,I
e725588e-893,SCH3,78fdc437,44756,5dd73540,129.0,M
e725588e-893,SCH3,5e5b7023,44760,5dd73540,130.0,N
e725588e-893,SCH3,4e7163a7,44757,5dd73540,135.0,O
e725588e-893,SCH3,4385bc60,44758,5dd73540,138.0,R
e725588e-893,SCH3,ea4976d4,44761,5dd73540,122.0,T
e7272c8b-1ed,SCH4,99e367fe,44767,a9ce5330,132.0,M
e7272c8b-1ed,SCH4,3fbdda4a,44768,a9ce5330,134.0,N
e7272c8b-1ed,SCH4,b06debd8,44766,a9ce5330,130.0,T
e7272c8b-1ed,SCH4,5c0dcbd0,44765,a9ce5330,131.0,X
e7290891-832,SCH2,2d5397df,44769,94e7d20d,132.0,C
e7290891-832,SCH2,f3ec5921,44770,94e7d20d,135.0,H
e72be6ff-50d,SCH3,d2a7fc78,44772,e9dfdef0,136.0,E
e72be6ff-50d,SCH3,08abe58a,44771,e9dfdef0,130.0,T
e7324596-198,SCH5,2a6e11f4,44782,4cbfa8ac,126.0,C
e7324596-198,SCH5,e3bcc8f5,44779,4cbfa8ac,131.0,E
e7324596-198,SCH5,8046a268,44776,4cbfa8ac,133.0,I
e7324596-198,SCH5,20154f96,44777,4cbfa8ac,121.0,S
e7324596-198,SCH5,5c00f170,44780,4cbfa8ac,134.0,T
e7324596-198,SCH5,a0fad9f4,44778,4cbfa8ac,138.0,X
e73ce90c-c9d,SCH5,de0fe0a4,44785,a17c7bbe,127.0,C
e73ce90c-c9d,SCH5,bb2e5c3a,44787,a17c7bbe,137.0,E
e73ce90c-c9d,SCH5,1704b3ae,44784,a17c7bbe,133.0,I
e73ce90c-c9d,SCH5,65526fae,44783,a17c7bbe,136.0,N
e73ce90c-c9d,SCH5,5396f00f,44788,a17c7bbe,137.0,R
e73ce90c-c9d,SCH5,0f8468f6,44786,a17c7bbe,127.0,S
e7495d32-63e,SCH5,848c7427,44800,30246a8b,131.0,E
e7495d32-63e,SCH5,a8a8e3e7,44795,30246a8b,128.0,G
e7495d32-63e,SCH5,2e613aa6,44797,30246a8b,130.0,I
e7495d32-63e,SCH5,5e9ef84c,44792,30246a8b,123.0,M
e7495d32-63e,SCH5,f705e539,44798,30246a8b,,O
e7495d32-63e,SCH5,a178ea9e,44793,30246a8b,128.0,R
e7495d32-63e,SCH5,263cf729,44791,30246a8b,140.0,S
e74d11bd-55f,SCH2,0fefbc66,44801,271fd721,132.0,H
e74d11bd-55f,SCH2,1ae0e2d2,44802,271fd721,125.0,I
e74d11bd-55f,SCH2,824ad730,44803,271fd721,123.0,N
e74d11bd-55f,SCH2,9b85f52b,44807,271fd721,133.0,R
e74d11bd-55f,SCH2,48e956aa,44804,271fd721,132.0,S
e74d11bd-55f,SCH2,aa8cf22e,44806,271fd721,132.0,U
e74d11bd-55f,SCH2,1b44bc2b,44808,271fd721,126.0,X
e74e471f-ef5,SCH5,3158655c,44810,8fd1b456,133.0,C
e74e471f-ef5,SCH5,7f6f0a23,44813,8fd1b456,133.0,G
e74e471f-ef5,SCH5,aa1ab0d3,44812,8fd1b456,134.0,N
e74e471f-ef5,SCH5,13117def,44809,8fd1b456,134.0,O
e75d849a-4bc,SCH2,b5b02215,44819,bdaa80fb,119.0,G
e75d849a-4bc,SCH2,f5f87ecc,44821,bdaa80fb,130.0,H
e75d849a-4bc,SCH2,a61e9efb,44816,bdaa80fb,131.0,N
e75d849a-4bc,SCH2,1b50b7bf,44817,bdaa80fb,133.0,O
e75d849a-4bc,SCH2,3f1fbd7f,44814,bdaa80fb,123.0,R
e75d849a-4bc,SCH2,3aa0569e,44822,bdaa80fb,127.0,S
e75d849a-4bc,SCH2,129fbf64,44815,bdaa80fb,129.0,T
e75d849a-4bc,SCH2,1b02e9ff,44820,bdaa80fb,119.0,X
e75e9206-356,SCH2,112fe589,44825,6dc4d570,129.0,C
e75e9206-356,SCH2,1a034805,44828,6dc4d570,134.0,E
e75e9206-356,SCH2,85ecec9a,44827,6dc4d570,121.0,G
e75e9206-356,SCH2,bc2df6b5,44831,6dc4d570,135.0,H
e75e9206-356,SCH2,dffcf99b,44829,6dc4d570,138.0,I
e75e9206-356,SCH2,41f53836,44824,6dc4d570,123.0,N
e75e9206-356,SCH2,0908497c,44830,6dc4d570,123.0,R
e75e9206-356,SCH2,2c126e81,44823,6dc4d570,129.0,X
e7631e43-b85,SCH4,583c4792,44840,83d7270a,129.0,H
e7631e43-b85,SCH4,fb61d972,44839,83d7270a,132.0,I
e7631e43-b85,SCH4,abda12b2,44833,83d7270a,129.0,M
e7631e43-b85,SCH4,f10d2eb6,44838,83d7270a,129.0,N
e7631e43-b85,SCH4,5535f8c5,44837,83d7270a,141.0,S
e7631e43-b85,SCH4,01cd3a9b,44835,83d7270a,133.0,X
e7631e43-b85,SCH4,fee5d24d,44836,83d7270a,129.0,Y
e76cbfd4-ab3,SCH2,88bdc245,44841,5da6165f,133.0,G
e76e97f8-e57,SCH6,06d2e561,44848,caed4dd3,121.0,#
e76e97f8-e57,SCH6,7ccd2295,44843,caed4dd3,130.0,H
e76e97f8-e57,SCH6,2f9c74bd,44847,caed4dd3,121.0,I
e76e97f8-e57,SCH6,41c922dc,44846,caed4dd3,145.0,N
e76e97f8-e57,SCH6,c04c5655,44844,caed4dd3,138.0,O
e76e97f8-e57,SCH6,c0f96c82,44842,caed4dd3,128.0,Z
e7704829-904,SCH1,3650ff07,44856,0154dd13,126.0,H
e7704829-904,SCH1,02529fd6,44852,0154dd13,132.0,I
e7704829-904,SCH1,5a235ca4,44851,0154dd13,127.0,M
e7704829-904,SCH1,d47d770d,44855,0154dd13,124.0,S
e7704829-904,SCH1,fa1959ad,44854,0154dd13,123.0,U
e7711406-288,SCH4,e10bd095,44857,de6de186,123.0,G
e7771dca-8c1,SCH6,07940254,44859,4d7827be,133.0,C
e7771dca-8c1,SCH6,00d18e4c,44858,4d7827be,124.0,H
e7771dca-8c1,SCH6,75350025,44860,4d7827be,124.0,N
e7771dca-8c1,SCH6,7472b449,44861,4d7827be,128.0,Y
e77c2909-c66,SCH7,b5487c54,44868,9474a695,136.0,E
e77c2909-c66,SCH7,9bc7ddcb,44864,9474a695,134.0,H
e77c2909-c66,SCH7,b36ea1f1,44863,9474a695,136.0,X
e77c2909-c66,SCH7,e74e0b25,44866,9474a695,129.0,Y
e7870797-9cc,SCH1,a6392656,44870,b5bec097,128.0,#
e7870797-9cc,SCH1,e5ec9158,44872,b5bec097,120.0,G
e7870797-9cc,SCH1,ad580e19,44876,b5bec097,126.0,H
e7870797-9cc,SCH1,7044620c,44871,b5bec097,130.0,I
e7870797-9cc,SCH1,86142cf7,44874,b5bec097,124.0,M
e7870797-9cc,SCH1,3ebfb77b,44869,b5bec097,138.0,N
e788f111-359,SCH7,d4b38373,44880,1e9012e5,132.0,C
e788f111-359,SCH7,56fade63,44878,1e9012e5,130.0,E
e788f111-359,SCH7,3841ac97,44881,1e9012e5,132.0,H
e788f111-359,SCH7,61405fcf,44879,1e9012e5,133.0,O
e788f111-359,SCH7,35268c96,44883,1e9012e5,130.0,R
e788f111-359,SCH7,175ef974,44877,1e9012e5,131.0,T
e78a1f32-c67,SCH2,bea307b9,44886,46265169,141.0,C
e78a1f32-c67,SCH2,59c605f4,44888,46265169,128.0,M
e78a1f32-c67,SCH2,0338e2de,44887,46265169,134.0,N
e78a1f32-c67,SCH2,5af6e3b7,44885,46265169,129.0,O
e78d64ff-791,SCH7,c3905e4f,44892,15b71a3a,131.0,H
e78d64ff-791,SCH7,ab2b3dbe,44889,15b71a3a,134.0,I
e78d64ff-791,SCH7,3e56e8af,44891,15b71a3a,130.0,M
e78d64ff-791,SCH7,2dddc5f9,44893,15b71a3a,140.0,Z
e79c9310-264,SCH2,f58cef6f,44898,69ae4605,,C
e79c9310-264,SCH2,130c9bdd,44894,69ae4605,119.0,H
e79c9310-264,SCH2,b8dbfbc5,44897,69ae4605,128.0,I
e79c9310-264,SCH2,d00acba8,44900,69ae4605,140.0,M
e79c9310-264,SCH2,e5396af3,44895,69ae4605,136.0,N
e79c9310-264,SCH2,f90d0545,44902,69ae4605,132.0,Y
e79e3a95-2c6,SCH1,e86a4f28,44909,2fc6ca16,130.0,C
e79e3a95-2c6,SCH1,f1a75a55,44904,2fc6ca16,127.0,H
e79e3a95-2c6,SCH1,c35a23c7,44906,2fc6ca16,128.0,I
e79e3a95-2c6,SCH1,f6723ecd,44912,2fc6ca16,129.0,M
e79e3a95-2c6,SCH1,7f935d65,44905,2fc6ca16,130.0,N
e79e3a95-2c6,SCH1,a04424bf,44907,2fc6ca16,134.0,O
e79e3a95-2c6,SCH1,57cc184d,44910,2fc6ca16,121.0,S
e79e3a95-2c6,SCH1,8e436d15,44908,2fc6ca16,126.0,Y
e7a09698-0f8,SCH2,b2ff54fa,44915,64a0933b,133.0,H
e7a09698-0f8,SCH2,de606475,44914,64a0933b,125.0,N
e7a13f79-2cb,SCH5,f7c55f16,44921,58559d25,128.0,E
e7a13f79-2cb,SCH5,c47878d1,44918,58559d25,133.0,N
e7a13f79-2cb,SCH5,56f1d4ec,44920,58559d25,130.0,S
e7a13f79-2cb,SCH5,2be484bb,44917,58559d25,124.0,U
e7a13f79-2cb,SCH5,16ccee44,44919,58559d25,128.0,X
e7a5dc39-25c,SCH7,dfbc1166,44925,4981275d,134.0,C
e7a5dc39-25c,SCH7,2236c034,44922,4981275d,126.0,E
e7a5dc39-25c,SCH7,66dcb0f5,44923,4981275d,121.0,H
e7a5dc39-25c,SCH7,aa66d1fd,44928,4981275d,129.0,N
e7a5dc39-25c,SCH7,20fedd75,44927,4981275d,130.0,O
e7a6738b-ae8,SCH3,1786160c,44929,62667029,134.0,#
e7a6738b-ae8,SCH3,67723632,44932,62667029,128.0,C
e7a6738b-ae8,SCH3,212ac00d,44933,62667029,132.0,I
e7a6738b-ae8,SCH3,3c40627d,44930,62667029,126.0,R
e7a6738b-ae8,SCH3,57776a5c,44931,62667029,126.0,X
e7ac5711-5d8,SCH7,e70bb474,44937,b052343e,125.0,C
e7ac5711-5d8,SCH7,2c73efae,44934,b052343e,130.0,G
e7ac5711-5d8,SCH7,181cd2c6,44935,b052343e,129.0,I
e7ac5711-5d8,SCH7,97e8919c,44936,b052343e,131.0,O
e7c05dcd-4df,SCH4,efe41804,44940,01ebe0a9,,C
e7c05dcd-4df,SCH4,9724d15d,44942,01ebe0a9,133.0,E
e7c05dcd-4df,SCH4,16123765,44943,01ebe0a9,133.0,G
e7c05dcd-4df,SCH4,ab1f0c4f,44938,01ebe0a9,128.0,N
e7c05dcd-4df,SCH4,227af288,44939,01ebe0a9,129.0,O
e7c05dcd-4df,SCH4,5ba4d963,44944,01ebe0a9,130.0,T
e7c05dcd-4df,SCH4,71f9deea,44941,01ebe0a9,128.0,U
e7cb0285-f38,SCH4,090c1b96,44949,cbe178fd,119.0,G
e7cb0285-f38,SCH4,cc56e339,44948,cbe178fd,134.0,I
e7cb0285-f38,SCH4,90ebcaa7,44946,cbe178fd,132.0,N
e7cb0285-f38,SCH4,e8362cb2,44945,cbe178fd,130.0,O
e7cb0285-f38,SCH4,0cb8841e,44947,cbe178fd,135.0,X
e7ceafca-4bf,SCH8,b47ae35d,44951,73727638,134.0,H
e7ceafca-4bf,SCH8,58e4a682,44956,73727638,121.0,I
e7ceafca-4bf,SCH8,a956efc8,44950,73727638,124.0,M
e7ceafca-4bf,SCH8,401532ac,44953,73727638,135.0,N
e7ceafca-4bf,SCH8,5692f925,44952,73727638,129.0,T
e7ceafca-4bf,SCH8,bf3f559c,44954,73727638,142.0,U
e7cedeb3-a39,SCH5,044841a9,44957,4f555b03,127.0,E
e7cedeb3-a39,SCH5,25b09331,44962,4f555b03,137.0,G
e7cedeb3-a39,SCH5,8b41abdb,44963,4f555b03,127.0,H
e7cedeb3-a39,SCH5,81578e6b,44961,4f555b03,136.0,N
e7cedeb3-a39,SCH5,a2730b05,44958,4f555b03,131.0,U
e7cedeb3-a39,SCH5,f294ac79,44965,4f555b03,127.0,Y
e7d00996-013,SCH4,acc4026c,44967,ecd7596a,133.0,E
e7d00996-013,SCH4,8b1b7d3e,44968,ecd7596a,128.0,H
e7e23e4c-7ba,SCH5,f866b264,44976,0f6ce086,131.0,C
e7e23e4c-7ba,SCH5,36a7fe99,44978,0f6ce086,127.0,E
e7e23e4c-7ba,SCH5,517b28ea,44975,0f6ce086,129.0,H
e7e23e4c-7ba,SCH5,0be58fc4,44971,0f6ce086,131.0,I
e7e23e4c-7ba,SCH5,b1b18b3c,44977,0f6ce086,134.0,S
e7e23e4c-7ba,SCH5,6ee46472,44973,0f6ce086,130.0,T
e7e254a4-49a,SCH5,9b1ed4aa,44982,9feb6973,129.0,C
e7e254a4-49a,SCH5,2c228c2f,44984,9feb6973,133.0,E
e7e254a4-49a,SCH5,ab0eabfe,44983,9feb6973,124.0,H
e7e254a4-49a,SCH5,701a7c27,44981,9feb6973,131.0,R
e7f25645-f6b,SCH4,9c72ebab,44985,ca7b13a2,132.0,C
e7f25645-f6b,SCH4,91356f01,44987,ca7b13a2,131.0,Y
e806d99e-f17,SCH4,ea06c5f0,44989,116063ca,134.0,C
e806d99e-f17,SCH4,2fa6cb9e,44988,116063ca,134.0,E
e806d99e-f17,SCH4,95aaae40,44996,116063ca,132.0,G
e806d99e-f17,SCH4,b6b5e870,44990,116063ca,129.0,H
e806d99e-f17,SCH4,50faca88,44992,116063ca,127.0,I
e806d99e-f17,SCH4,7dbede97,44994,116063ca,130.0,M
e806d99e-f17,SCH4,6fa20cfa,44997,116063ca,138.0,Y
e80d8b36-b7b,SCH6,2e96ffb4,45002,40776014,135.0,E
e80d8b36-b7b,SCH6,9b57d655,45000,40776014,129.0,H
e80d8b36-b7b,SCH6,b52367c4,44999,40776014,124.0,N
e80d8b36-b7b,SCH6,8477970b,45001,40776014,138.0,T
e80d8b36-b7b,SCH6,dfba9132,44998,40776014,138.0,U
e80d8b36-b7b,SCH6,9ff45eea,45003,40776014,141.0,X
e818699e-810,SCH4,a329a0d4,45004,43f9f6e7,129.0,G
e818699e-810,SCH4,0cde9987,45006,43f9f6e7,136.0,M
e8229116-ac8,SCH2,87780810,45012,690485d7,133.0,G
e8229116-ac8,SCH2,9afb06c3,45009,690485d7,131.0,I
e8229116-ac8,SCH2,c9cb7604,45011,690485d7,125.0,M
e8229116-ac8,SCH2,a7d76b0c,45008,690485d7,134.0,O
e82bb606-907,SCH3,53eb74b4,45019,170a0de2,128.0,E
e82bb606-907,SCH3,7dfa402b,45017,170a0de2,131.0,I
e82bb606-907,SCH3,505211d1,45018,170a0de2,128.0,T
e830b889-0ca,SCH6,2cd836a9,45020,d91de25d,133.0,I
e830b889-0ca,SCH6,bd40746d,45024,d91de25d,123.0,M
e830b889-0ca,SCH6,33c864fc,45023,d91de25d,132.0,R
e830b889-0ca,SCH6,adb20e69,45021,d91de25d,126.0,S
e830c974-54d,SCH6,89ba406e,45028,5680f724,132.0,G
e830c974-54d,SCH6,e789fb0a,45029,5680f724,130.0,H
e830c974-54d,SCH6,0d1b4a58,45026,5680f724,125.0,S
e830c974-54d,SCH6,7d834acc,45027,5680f724,121.0,T
e8353727-a81,SCH7,6c70605a,45033,5f261136,132.0,G
e8353727-a81,SCH7,6f2b199b,45030,5f261136,127.0,H
e8353727-a81,SCH7,01675ada,45036,5f261136,126.0,I
e8353727-a81,SCH7,824ecb55,45032,5f261136,125.0,M
e8353727-a81,SCH7,45a108a6,45034,5f261136,138.0,T
e8353727-a81,SCH7,f13b8b69,45031,5f261136,128.0,Y
e835fe9c-973,SCH2,d8942213,45042,34204cf0,132.0,C
e835fe9c-973,SCH2,78a77b2f,45037,34204cf0,128.0,H
e835fe9c-973,SCH2,30821250,45040,34204cf0,120.0,O
e835fe9c-973,SCH2,7dade183,45041,34204cf0,125.0,R
e835fe9c-973,SCH2,59b916b7,45038,34204cf0,125.0,T
e835fe9c-973,SCH2,d854f343,45039,34204cf0,129.0,U
e8379822-ead,SCH4,75394a34,45051,d8457a23,134.0,E
e8379822-ead,SCH4,dad1e440,45050,d8457a23,130.0,M
e8379822-ead,SCH4,fff5e56f,45047,d8457a23,128.0,N
e8379822-ead,SCH4,434bae75,45049,d8457a23,136.0,O
e8379822-ead,SCH4,49a561e9,45046,d8457a23,127.0,R
e8379822-ead,SCH4,9f4b0483,45053,d8457a23,,S
e8379822-ead,SCH4,a1172b19,45045,d8457a23,133.0,Y
e840d0ee-45c,SCH7,5551b4e2,45055,c330f28a,116.0,M
e855aa61-0c3,SCH6,f7df5b5f,45062,8601c39c,128.0,C
e855aa61-0c3,SCH6,05b31a46,45057,8601c39c,120.0,E
e855aa61-0c3,SCH6,68831ec2,45061,8601c39c,135.0,G
e855aa61-0c3,SCH6,c30e718f,45058,8601c39c,134.0,N
e855aa61-0c3,SCH6,5983b823,45059,8601c39c,134.0,U
e855aa61-0c3,SCH6,5014db1c,45060,8601c39c,129.0,Y
e8575e64-22d,SCH2,4808d30a,45064,c45198d4,119.0,O
e8575e64-22d,SCH2,8f700631,45063,c45198d4,132.0,Y
e85b0a1b-6d8,SCH6,9fc8eeb6,45065,ba6edf4e,133.0,E
e85b0a1b-6d8,SCH6,06087064,45070,ba6edf4e,128.0,H
e85b0a1b-6d8,SCH6,80b2b0df,45071,ba6edf4e,136.0,N
e85b0a1b-6d8,SCH6,b3e5e5a8,45067,ba6edf4e,125.0,O
e85b0a1b-6d8,SCH6,38115b34,45069,ba6edf4e,135.0,R
e85b0a1b-6d8,SCH6,71e20a17,45066,ba6edf4e,122.0,T
e85fda9e-ea6,SCH1,65c33704,45074,1ff5541f,139.0,U
e85fda9e-ea6,SCH1,f0cf107f,45075,1ff5541f,127.0,Y
e862c80c-0f1,SCH7,4937d609,45076,c8930b04,123.0,S
e866f9e3-6f1,SCH8,64500eb2,45077,9c2dfa84,120.0,#
e866f9e3-6f1,SCH8,78edfad3,45078,9c2dfa84,125.0,C
e866f9e3-6f1,SCH8,f95840f6,45082,9c2dfa84,140.0,H
e866f9e3-6f1,SCH8,91581602,45079,9c2dfa84,134.0,I
e8682eff-2fe,SCH1,da0eca39,45084,518229d7,133.0,H
e8682eff-2fe,SCH1,e45a9089,45085,518229d7,125.0,S
e86d0a6c-b7a,SCH1,d0ab77d7,45086,d9ab25bc,123.0,M
e86d3a84-80c,SCH7,a6d9a4d3,45088,4d392d5a,127.0,O
